26.717,1584581542.999,24.432719,118.107425,67.980,271.207,12.0,26,21
26.717,1584581542.999,24.432719,118.107425,67.980,271.207,12.0,26,21
26.717,1584581542.999,24.432719,118.107425,67.980,271.207,12.0,26,21
26.717,1584581542.999,24.432719,118.107425,67.980,271.207,12.0,26,21
26.717,1584581542.999,24.432719,118.107425,67.980,271.207,12.0,26,21
27.664,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.664,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.664,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.664,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.664,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.664,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.664,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.664,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.664,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.664,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.664,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.697,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.697,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.697,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.697,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.697,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.697,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.697,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.697,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.697,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.697,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
27.697,1584581543.999,24.432722,118.107429,67.834,263.578,12.0,26,21
28.727,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.727,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.727,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.727,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.727,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.727,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.727,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.727,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.727,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.727,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.727,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.738,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.738,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.738,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.738,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.738,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.738,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.738,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.738,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.738,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.738,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
28.738,1584581544.999,24.432724,118.107436,67.824,264.382,8.0,22,17
29.665,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.665,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.665,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.665,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.665,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.665,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.665,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.665,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.665,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.665,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.665,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.691,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.691,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.691,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.691,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.691,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.691,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.691,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.691,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.691,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.691,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
29.691,1584581545.999,24.432723,118.107446,67.725,272.199,8.0,23,18
